id,prediction
253187,0
347915,0
287426,1
319444,1
153033,0
195674,1
143854,0
268954,0
376123,0
276051,0
339021,0
58867,1
21287,1
289190,0
196829,0
401452,1
385425,0
270862,0
227610,1
242264,1
372706,0
303944,0
338887,0
401908,0
130581,1
252606,0
134406,1
236477,0
402194,0
129649,0
195695,0
92432,0
394276,1
283011,0
29271,1
162931,1
190003,0
36518,0
95196,1
389615,0
349445,1
312783,0
304438,0
208140,0
332040,0
20560,1
178215,1
19487,1
98651,0
231209,1
55818,0
49551,1
244345,0
170764,0
39055,0
288148,0
318651,0
335625,0
4039,0
361168,0
33991,1
370435,0
62603,0
35824,1
282712,0
25571,0
382562,0
276810,1
122043,0
306610,1
13196,0
255696,1
314507,0
210075,0
344624,0
198820,1
259229,0
39879,0
127410,0
177747,1
48786,0
103045,1
263557,0
141392,0
236171,0
11840,0
149716,0
38357,1
39447,0
203210,0
313965,0
342442,0
346365,1
252322,0
109431,0
323842,0
346600,0
332323,0
317690,0
298998,0
174411,1
149039,0
228338,0
74319,0
235145,0
245255,0
385735,1
337735,1
179248,1
120976,0
30757,0
285468,0
88895,1
331705,0
111760,1
291632,0
274,1
197316,0
27514,0
106761,0
307882,1
220189,0
262221,0
339780,0
340863,1
165432,0
394298,1
364616,0
352156,0
194048,0
249107,0
184734,0
208754,0
138069,1
272498,0
112403,1
195021,0
135608,1
330891,1
136261,0
259224,0
204965,0
103930,1
25311,0
308602,0
116859,1
356418,0
57133,0
222454,0
72599,0
328920,0
53628,0
326754,1
7033,0
318640,1
50309,0
219925,0
40293,0
380197,0
306060,1
378753,0
268299,1
63714,0
277208,1
290770,0
128332,0
147716,0
68315,0
20398,1
267901,1
148256,0
129509,1
270981,0
383279,0
382636,1
163712,1
86170,0
280619,1
309821,1
352815,0
205196,0
249213,0
185241,1
280758,0
99239,0
58184,0
17449,0
261056,0
339729,0
10705,1
153471,1
393725,0
153525,0
163580,0
297067,0
224248,0
317021,0
345060,1
251935,0
188878,0
119190,0
84974,0
118656,0
255976,1
372626,0
242583,0
260827,0
359239,0
135432,0
47481,1
368827,1
134713,1
188870,0
278039,1
370206,1
154413,0
308501,0
76557,1
224,1
367758,1
311360,0
278213,1
47163,0
391218,0
274178,0
37691,1
314364,0
145209,0
220873,0
229475,0
62935,1
251509,1
311518,0
83615,1
292124,0
125034,0
178735,1
125229,0
151092,0
240965,1
85613,1
143219,0
316742,0
128469,0
388664,0
197924,0
62969,1
345619,0
104160,0
103777,0
48195,0
279526,0
82259,1
283723,1
252262,0
132259,0
262188,0
122066,0
16107,0
277709,0
199787,1
201996,0
30867,1
225438,1
29666,0
390624,0
259738,1
142439,1
138848,0
227009,0
245609,0
266404,0
312338,0
334626,0
